has_profile_picture,username_digit_ratio,username_length,has_bio,bio_length,bio_url_count,has_external_url,is_verified,account_age_days,posts_count,posts_per_day,avg_post_likes,avg_post_comments,avg_post_shares,story_frequency,live_frequency,followers_count,following_count,follower_following_ratio,mutual_friends_ratio,fake_follower_pct,avg_daily_posts,posting_hour_variance,night_posting_ratio,weekend_posting_ratio,hashtag_avg,mention_avg,caption_length_avg,emoji_usage_ratio,uses_automation,content_diversity_score,repost_ratio,original_content_ratio,spam_keyword_count,link_in_posts_ratio,sentiment_variance,engagement_rate,comment_to_like_ratio,profile_completeness,response_time_hours,label
1,0.11535820955882391,19,1,102,1,1,0,138,19,0.1377,72,2,7,0.15334499200535348,0.010750183430821722,3326,2258,1.473,0.30050803823494054,0.7880175256668491,0.6883120660927702,4.144560581379172,0.13626425905902653,0.58346561660098,8,0,56,0.5031720401612395,0,0.35723192823133376,0.3839566439583275,0.3475691525210453,0,0.22697721065856305,0.6436034201590211,0.6071181872633543,0.07279756453373853,0.40215067360464624,6.248208183264634,1
1,0.6888139313997639,8,1,108,1,1,0,93,10,0.1075,145,8,2,0.28112175724697647,0.1553380096149358,2126,395,5.3823,0.17192682064017756,0.6721495062547795,9.679757780659148,3.7529723684880647,0.30348378789149416,0.48017799278527523,11,4,84,0.27867765316925425,1,0.25874596559654756,0.5450526632332633,0.20874692293431193,0,0.6886454257926463,0.3824624850024232,0.24064702755473735,0.20123360461121395,0.694056532292646,0.3722312493048205,1
1,0.0618496398157135,7,1,60,0,1,1,1305,162,0.1241,52,26,12,0.11242288053323246,0.018975804714070177,2702,387,6.9819,0.5102954741153429,0.11579903178035604,2.735993010883959,5.6543025846600035,0.3185641538771665,0.2441035991201967,9,0,40,0.24164795413606535,0,0.6137407427470826,0.22139968013008585,0.5723118301536663,0,0.14429380971945366,0.5094742992258485,0.30181644016115017,0.1701190873693799,0.9134144758920204,35.43152905989329,0
1,0.055600424100486254,18,1,0,1,0,0,2189,96,0.0439,33,6,9,0.32080609933289744,0.15224086511767151,24,102,0.2353,0.5143323739202679,0.058244930101498255,1.361738781551593,17.812679967798402,0.44183482332647017,0.6013603931035119,8,5,132,0.5341982891410644,0,0.8365749004105114,0.33945658217973107,0.7325221300921447,0,0.05824133537646276,0.6476664158315877,0.14669116943987667,0.4324540773637647,0.8575950306952546,7.0937737872119175,0
1,0.6065073075332831,14,1,56,0,1,0,277,51,0.1841,45,22,3,0.22389958390019873,0.023133698140667694,221,221,1.0,0.34755366768232554,0.7222165285806246,3.175188346808291,5.2671912332938255,0.32950281173922547,0.4538142715339279,21,4,19,0.357621549972906,1,0.5536603225135504,0.45363076154721516,0.6104352755702984,2,0.6656674174679533,0.11621834323967431,0.24304099981568958,0.20441856491977908,0.6666968957065955,0.8108192837557399,1
1,0.4782858669857158,11,1,72,1,1,0,331,6,0.0181,134,9,3,0.067642701511952,0.006398664930360847,9159,600,15.265,0.4071326611312599,0.979093380488092,2.8090964712952817,8.72568631857359,0.220597421093459,0.528797011361636,16,3,125,0.4342988287212648,0,0.4948599745319843,0.2822721496459376,0.2639982611930144,0,0.39671176591861285,0.3141700468041605,0.4305073328654138,0.20148735064624484,0.5818881869636704,0.9063213021847961,1
1,0.044863008278633563,14,1,155,0,0,0,857,13,0.0152,97,2,13,0.19328065540114217,0.061960294223012115,1456,42,34.6667,0.45606947660221725,0.007645221047162346,1.934831912313348,6.074973994514513,0.1507376662758476,0.39150871132685083,0,3,186,0.46387443731027317,0,0.8708536806700328,0.20616146554495243,0.7555939582392784,0,0.11460681118869569,0.5772019995266919,0.18372550315985273,0.25908936144088535,0.9689099296653272,9.368633230564527,0
1,0.1773370144250958,11,1,0,0,1,0,3325,497,0.1495,170,14,2,0.3282735922634064,0.07011283706729736,36,66,0.5455,0.5245562066506212,0.16146730064055362,1.2350862060137762,21.550313515507213,0.08698794036142721,0.675850447094592,3,3,182,0.6602440312092135,0,0.6741701698111524,0.09181750321766992,0.8159584971122797,0,0.2501392196318305,0.22419285318407767,0.30396621544431945,0.305605425560662,0.8007034029676254,36.350066043778355,0
1,0.03603198722532724,13,1,95,0,1,0,1853,210,0.1133,32,19,7,0.25876701680553793,0.11275240388731798,941,326,2.8865,0.6270133312053621,0.06763569070315423,3.9873466772641777,10.157677346403622,0.15123326963538067,0.3144565970109707,5,6,20,0.3120143874857623,0,0.6970153693692717,0.10831899105971234,0.7987163597970466,0,0.2863181558063403,0.6634337781879143,0.2606305091956427,0.24563011098007392,0.873324675112988,3.6233944106049583,0
1,0.0552042520382761,20,1,41,0,1,0,830,257,0.3096,43,25,6,0.18606259209687062,0.11193426718992269,664,987,0.6727,0.8784256636454199,0.026029723208260837,3.6495775721107595,13.515573868649321,0.2033467046305826,0.3853573645948476,2,7,216,0.2166141342875123,0,0.7260398180246297,0.155989703223503,0.8157711417966135,0,0.3468112639688559,0.7378576480135342,0.04808135587672216,0.033646167741741353,0.9499393437750738,1.4342311757255453,0
1,0.047925143812004065,13,0,120,0,1,0,2203,142,0.0645,1094,30,1,0.3141074297706805,0.022704408798182085,38967,89,437.8315,0.8269156367542643,0.13586036261965692,3.6057564142530785,7.323201146631068,0.3391976238242804,0.5977628579033383,10,3,28,0.7003957924162816,0,0.5139250274736938,0.20590899316581227,0.9019931298849706,0,0.020040005237462452,0.252070191128811,0.13574637633657585,0.134272712359454,0.8452551735768972,1.0229587496587296,0
1,0.13765522314825457,12,1,0,1,0,0,715,52,0.0727,43,25,8,0.04447799330393874,0.21435983634293165,4797,197,24.3503,0.5561927246647499,0.11997866957613616,2.1486267476212775,22.296303127794715,0.08661767123904449,0.2574311723976328,9,4,117,0.2697007467064475,0,0.8557819883636496,0.20230538599580458,0.6156838842007762,0,0.32513092655519604,0.33758375760261694,0.35504254015302467,0.3752831914180015,0.9238796481479535,5.341854664482327,0
1,0.6541069254240853,27,0,0,1,0,0,247,184,0.7449,1,1,1,0.11291762258172013,0.12079005593376016,959,3788,0.2532,0.034598702110666575,0.8524258069856575,70.46995099670333,1.27916598585077,0.5967203736297529,0.44327599834646325,24,11,34,0.3432865486763985,1,0.12369255449475812,0.7690156390657072,0.13605808324843266,3,0.8832828531739666,0.06423206122408456,0.1153444162629309,0.025301607969853195,0.15684019250517162,0.6366770485007042,1
1,0.1275318586456297,21,1,111,1,0,0,658,40,0.0608,97,5,1,0.1259602827699016,0.13154836420456395,1375,280,4.9107,0.5238283549805193,0.07543676545926348,1.4229415223934927,17.83015482613014,0.08405973137473317,0.3044740182805188,2,1,182,0.13380740325483795,0,0.6494487540348408,0.1433660215764707,0.4338912977623628,1,0.06496250309802185,0.8911780423586182,0.2545244501456512,0.16713569138092094,0.7823740818726802,9.88148232389452,0
1,0.5781387641013361,15,1,9,1,0,0,292,213,0.7295,2,1,0,0.009362343987696605,0.04165264240899429,22,1794,0.0123,0.13314856639879016,0.7786603449327001,13.238162496018457,1.6502418506772314,0.7380209158264213,0.46535286933203995,16,12,38,0.34807609168101494,1,0.10153321194600837,0.961636314703986,0.2503659670884098,3,0.9602657254316522,0.07831898910770015,0.05511765609172097,0.2237888506582947,0.16613142893465185,0.5613341575689034,1
0,0.10101340224877027,12,1,119,1,0,0,3148,45,0.0143,80,4,5,0.4870390832998922,0.006103678110327268,38,116,0.3276,0.4183538361247011,0.033500767618733544,1.8514811293817217,17.27057290848287,0.0807576265710633,0.22467436947305602,6,6,48,0.4875193349537686,0,0.7813894469597946,0.42961736350022356,0.6733261785714597,0,0.27691657239701334,0.5310411796849204,0.25119465394354384,0.5650093115466597,0.8137213085022837,45.800441305081414,0
1,0.7441192919374882,14,0,0,3,0,0,11,134,12.1818,2,0,1,0.13750104263944615,0.011240388238084993,30,2185,0.0137,0.16814255218578117,0.770958934979369,51.71522888021227,3.5869732910117467,0.6823051663043117,0.3974735314133565,32,17,25,0.06037766312065214,1,0.16260899230914683,0.6492107543579588,0.28272066942681773,2,0.5034761095204232,0.16549928695810673,0.006578239350669093,0.04075182233758365,0.310449850958586,0.3651264089568051,1
1,0.4931642207287946,24,0,0,0,0,0,338,265,0.784,8,3,2,0.048140083911633755,0.03795248476344104,87,1433,0.0607,0.15577200025814145,0.4625659475270805,48.80500539422765,4.9257001397885665,0.22404980258523957,0.2733120591427169,13,18,13,0.5504595387104715,1,0.19210348832939533,0.6447139104203601,0.2629395939104026,1,0.9512882864900623,0.15695519080748843,0.13226855802510545,0.03368251572258084,0.5426983386837161,5.89945238799786,1
1,0.03835198640721791,9,1,68,1,1,0,830,212,0.2554,229,12,5,0.6343002479523644,0.06488643495008443,37,258,0.1434,0.5722695130113157,0.03581109186357723,3.216698674438509,11.273906512580115,0.11526418048485862,0.3426814134278312,0,2,159,0.3044030980518944,0,0.7788026745163353,0.19169076943956417,0.802960923218901,0,0.09372748837854063,0.8185428043708953,0.2937317585983189,0.07900252428797488,0.8560564087625019,4.315081492438323,0
1,0.0744190656965481,6,1,103,2,0,0,3362,113,0.0336,4,4,29,0.4690175631476544,0.12131074444539997,584,142,4.1127,0.4194356971267002,0.20341940820405313,0.9041606605678931,20.989402435407957,0.10349903377419485,0.3166500533475239,0,6,36,0.5300259433957476,0,0.7456519335117558,0.2451680308207968,0.8055186405021714,0,0.49879735079346316,0.7993872301000524,0.08286100943665428,0.2073899462479726,0.7375851457873966,19.55405946976759,0
1,0.19644246119378242,6,0,152,2,0,0,735,37,0.0503,303,2,3,0.08903603967248477,0.18968755177252197,185,204,0.9069,0.20369002800554886,0.09837493563844706,3.7521557554664504,20.61963752707303,0.45555172049171283,0.7927886640694628,0,6,201,0.20989140800436007,0,0.6654984188152598,0.04106651105712927,0.7859656974139173,0,0.12390465884801476,0.8755246080442785,0.10077802980034037,0.04554168418508775,0.8357164498091473,6.533451217658979,0
1,0.033489720505996474,21,1,22,0,0,0,1910,24,0.0126,21,5,3,0.2342156640294294,0.1541850422586792,131,68,1.9265,0.6857974143752096,0.08990635997237816,3.76641546790116,10.01761436666279,0.1122007222986987,0.43443474179947267,9,0,29,0.48758001684796476,1,0.7232162667559882,0.0140372731030857,0.5689898500161856,1,0.3181178484251995,0.3474020881447165,0.29551749742527056,0.13884693984958343,0.7677591234944058,10.281621534414723,0
1,0.41941459079419,18,0,125,0,1,0,274,17,0.062,5,2,8,0.18959998735712824,0.003100614126663552,133,750,0.1773,0.3024640269478024,0.5307488825153082,12.422564544203867,2.982444409019995,0.7213932136651978,0.5835181178254811,13,16,41,0.2378519022610019,1,0.15342200936225645,0.5691049145682259,0.25130103064186704,1,0.7323776900712619,0.20992329314087388,0.19266223528038628,0.19435753298569125,0.5869574408107353,1.5784669290874018,1
1,0.10794982484391466,16,1,139,0,0,0,2182,256,0.1173,16,1,9,0.23886656564922784,0.002818469099696822,814,26,31.3077,0.812524877948346,0.17863184634382528,2.2738802665490296,7.564652412636169,0.14752404244085965,0.45007438969414393,8,5,86,0.40575049995641715,0,0.7808809783750386,0.2807347821621756,0.6063133611739233,0,0.2162496330170228,0.5270863782864115,0.36769770273879016,0.08126155816235492,0.7675647924839657,49.43783087785185,0
1,0.18520786371521883,16,1,65,0,0,0,609,168,0.2759,44,4,1,0.129180630568775,0.03181187918931184,597,869,0.687,0.6253267364657916,0.2618714968128314,1.8142483195629031,8.864055386872248,0.07172868037288854,0.43259155197136095,4,0,216,0.33011759643309385,0,0.7063890306697319,0.15013562008992856,0.7734140505952631,0,0.2989044447414664,0.3285133861128142,0.13748559818722625,0.16789863354541365,0.8356287342952878,3.9904206865922225,0
1,0.1381809665651076,14,0,80,1,0,0,3420,212,0.062,30,39,0,0.20590140457437323,0.030613021467460477,38,88,0.4318,0.8820304166315072,0.09537276093830535,3.876116981752065,7.594938683137908,0.4017162995623739,0.156519134139478,6,0,201,0.4706103355528519,0,0.7644764526588304,0.2675948039754539,0.5156224881331654,0,0.12999147963118374,0.22786397825546115,0.13500527637893378,0.10585491385363849,0.5976317446059036,7.726063758248328,0
0,0.10947553473843573,15,1,120,0,0,1,1743,120,0.0688,40,2,3,0.17178111272880078,0.10919133348229693,99,146,0.6781,0.304763212168114,0.3149647124570872,1.0309535906540868,18.599873439750105,0.19151809906790093,0.0524300468447986,7,7,171,0.396172182757616,0,0.7876586180985944,0.24494181772759668,0.6444478447611682,0,0.3680685460875941,0.6056614531080593,0.18712287560325228,0.21679770170702745,0.7917248322878697,8.010567356935665,0
1,0.255176947941411,14,1,55,1,1,0,285,163,0.5719,90,6,9,0.3245709830090345,0.1776095534065175,332,30,11.0667,0.7876627608332801,0.11154632516263721,2.655116318036794,13.991405925657817,0.3919312840699888,0.4129420875518344,0,4,189,0.7114027463218097,0,0.7955715097101326,0.17564675964196186,0.7441162606356918,0,0.3300345110223782,0.20320087383261254,0.1640060664616881,0.44806795652121484,0.7048554552781316,10.623579746742005,0
1,0.1439832083926497,21,1,31,2,1,0,2695,16,0.0059,4,1,12,0.389746349455572,0.1525120203531584,82,484,0.1694,0.5264269280145967,0.015922599381797894,0.1924987461693336,15.574851166631714,0.29303027100329054,0.6014916338791546,3,7,22,0.30468029478047376,0,0.6459884882097143,0.3660251768288399,0.7113185461263986,0,0.2219319174919708,0.7280945861014068,0.4526289845411897,0.3185329151606085,0.8490807720298972,0.8241992988395115,0
0,0.8220264948473972,13,0,0,0,1,0,222,199,0.8964,21,1,0,0.0011237802540398775,0.06845776508033934,112,1999,0.056,0.1026535174503264,0.8574679651926433,32.022065311430474,2.0615415927947893,0.3522927775016924,0.41462628699468373,29,17,30,0.13355378257976822,1,0.06921276218847992,0.7710250712757188,0.30634618019942794,5,0.8001445446797949,0.09643056663416759,0.0015441343052481186,0.12628545386829648,0.36172972515839535,0.31989975005688714,1
1,0.033833012455695935,21,1,0,0,0,0,3074,136,0.0442,30,21,8,0.2431655850071426,0.036402740362587976,209,320,0.6531,0.7388654526719348,0.14163742678421803,2.9844278848139605,16.069072097260342,0.27082406054703506,0.27969793579213564,6,0,67,0.3987364789180421,1,0.6661317074210418,0.49054900341220403,0.7024668886557914,0,0.2875814221885324,0.7746666518742715,0.29639705176222225,0.2339354677747725,0.6670023981763137,16.4465195319625,0
1,0.1078073511719084,5,1,49,0,1,0,1982,2245,1.1327,40,1,2,0.19338957552095024,0.18720977210291553,62,1124,0.0552,0.9007800263665532,0.11307093154984489,3.8161287248388462,7.737181040991549,0.19823845671890025,0.3240240449271091,1,7,54,0.5911869691566712,0,0.688070059270557,0.14369716308413358,0.827625139322056,0,0.32978231016977916,0.3569278914155533,0.2748244624513273,0.17534289171995168,0.962682539730307,9.473249804610656,0
1,0.36498407094606966,10,0,117,0,0,0,358,28,0.0782,20,1,1,0.2680822101101282,0.08372779054959618,1391,232,5.9957,0.12184047454532276,0.8726507878484677,4.176870279203125,5.19845758606081,0.20149211482249058,0.6773621568589028,14,2,16,0.33457082041588854,0,0.2619132161088891,0.2920781864634543,0.3253388334854548,2,0.28549322902118107,0.1504427139686787,0.3000585120599326,0.04865702778091494,0.5679699053718493,1.9554749424254003,1
1,0.04892338494593363,7,1,57,2,0,0,3312,98,0.0296,14,2,9,0.14150126055592793,0.09351759775318214,6297,168,37.4821,0.49072620712435333,0.07523061851124063,1.6950345573035936,14.866036320236574,0.030757029946416794,0.5805289763564256,4,7,173,0.537655701483706,0,0.6834482814198188,0.17699034868059035,0.3547859502858308,0,0.5225228000200063,0.37279165934652786,0.24466836135969464,0.23214726615111184,0.8011326379402895,24.830232940717664,0
1,0.5544737913724418,14,1,0,1,0,0,342,6885,20.1316,9,1,1,0.26091390122085517,0.0008177573972725881,129,3811,0.0338,0.010422895781053316,0.9345950973749076,20.080466612112488,1.2242351138599568,0.5050589276171084,0.36901382860686627,24,11,46,0.09420214104303126,1,0.12272347613022722,0.7699458605416174,0.11502327085152617,3,0.799134217727541,0.0510574855095615,0.049895268737232004,0.10683703666315668,0.09385173511379297,0.328151973356584,0
1,0.4627333641950788,14,1,100,0,0,0,160,78,0.4875,122,0,1,0.1828113773292263,0.037525931791016764,5144,202,25.4653,0.14585959136062882,0.7892471638816052,1.816107129537231,13.750606493075475,0.24677003109436443,0.26100712601248405,13,4,93,0.31590374179598824,1,0.5556712375511316,0.2980998269996892,0.5045217087843658,2,0.22434200591708292,0.2102037784556457,0.21424408432898512,0.04671403591004213,0.46145444476333214,5.425818193562159,1
1,0.0640590542965868,16,0,34,2,0,0,3255,79,0.0243,44,11,17,0.16883106891764274,0.028503696888948986,6,91,0.0659,0.8682938432274258,0.14549905535031676,1.1216520264210916,9.757191378041604,0.08377985431177092,0.49907304091199833,7,6,197,0.5205523305253007,0,0.8393281639216277,0.256667346377286,0.7451502484798789,0,0.08893733378381445,0.47558680244983764,0.15224698136767895,0.3399778627843314,0.9621473476007774,41.589129466314944,0
1,0.09292270726687202,11,1,0,1,0,0,2042,112,0.0548,211,4,3,0.49194249431841947,0.05703459007361805,5400,31,174.1935,0.6148698085767342,0.12029502117746656,0.620035608211972,14.420272899544738,0.14248850587019546,0.34229905291296153,5,0,176,0.1880977098250594,0,0.7437163082175203,0.24329196883788384,0.7242316750547879,1,0.4058157357420146,0.38045836351488815,0.342609410673365,0.5252348467481578,0.8170993203289031,4.290742214450657,0
1,0.09424303773477152,17,0,100,0,1,0,970,1558,1.6062,20,6,40,0.34818235290587557,0.03628569994765513,922,33,27.9394,0.18319884125663424,0.025979466125138507,2.993045253460071,18.620688382006453,0.05519931431777322,0.780996289449374,1,6,213,0.24632137403328003,0,0.763271059099579,0.03463755854024148,0.42853739125976653,0,0.02836390219822117,0.2872299453952648,0.17519058024126993,0.0971408392627613,0.7936581070744407,15.669131737688282,0
0,0.6293006771160112,8,0,36,1,1,0,153,122,0.7974,8,0,0,0.027547694865462144,0.11084437804280807,81,2138,0.0379,0.17094467087928292,0.7842162728901877,65.28181898189736,2.945938039438135,0.5662626375552495,0.2902181009337339,19,9,43,0.2714644870692867,1,0.017630121754691773,0.7784138198530989,0.13452489455217834,2,0.7789723463275063,0.11181665205031541,0.0019071324841255543,0.011458085054502862,0.34767312538855394,1.0939681460060802,1
1,0.12722626401905002,21,1,76,1,0,0,2732,301,0.1102,202,4,2,0.28474159254159886,0.025621099938521345,98,153,0.6405,0.665917506205876,0.1575812239036665,3.4101495385626945,15.74837424745626,0.09289240619417731,0.2604409818474041,3,0,133,0.31050858450428903,0,0.3827363026666071,0.207697341661161,0.7633807553199611,0,0.3582400253510824,0.7968772584763049,0.28017295882054616,0.14138573347950714,0.6629410969480778,9.997108243799232,0
1,0.5458188572350939,18,1,0,2,0,0,229,21,0.0917,15,8,0,0.6169870523571855,0.19217398558925983,1180,502,2.3506,0.05437332617366287,0.7481575313266376,3.5353422112594974,11.513990301673038,0.16088181288778897,0.7715115330679468,15,4,54,0.265617421955064,0,0.6095304413907637,0.8230551008267444,0.386848165011962,0,0.5514725998296648,0.28088473993897206,0.14823001101718544,0.09563635701547063,0.5762276799533317,4.073258576963754,1
1,0.14303356816539028,8,1,92,1,0,0,1267,111,0.0876,22,18,14,0.12667629686474682,0.032861963178455696,846,168,5.0357,0.677613888926056,0.09443986424068354,0.7331673755127135,12.284806754151493,0.41374704567851095,0.5088292095175421,10,2,112,0.5721066412977536,0,0.713013171019942,0.15575768227576062,0.7576021113378919,0,0.04306844043643059,0.7275544976251063,0.19873382332342812,0.3301768646245394,0.6960452731574431,13.319738021378328,0
1,0.17923320676357923,18,1,101,0,1,0,3105,154,0.0496,6,4,4,0.03432939948895048,0.19145250533163702,310,112,2.7679,0.5844565248428045,0.01778601071089554,2.1647475609611435,16.57773323092672,0.06659734462785162,0.41595032219405,1,5,99,0.42756251661978073,0,0.6206144540317047,0.12682445585764318,0.6144917893005815,0,0.05347151571447926,0.8493656704684638,0.19734268049926434,0.02488778249975078,0.8628922381194729,30.59517763932537,0
1,0.18115714416885645,5,0,46,0,0,0,2439,125,0.0513,170,4,0,0.05829357558789977,0.012199899286592503,27189,17,500.0,0.5176423726938748,0.061210354516200625,2.351173936865764,8.96244619792164,0.20911317614987823,0.3794092741470961,11,5,189,0.31920096343854215,0,0.7411095257050885,0.30569549394351553,0.6126294007662494,0,0.1925624756518768,0.5132844071161294,0.15531735988216802,0.1418429563614092,0.9277107591660422,4.311015166308483,0
1,0.06959963364879986,17,1,0,0,0,0,2374,4110,1.7313,43,47,6,0.23661201837271253,0.07477091314157598,1242,281,4.4199,0.6781577359756759,0.1588044364979417,1.7176417419392565,16.11836176232915,0.47340385695345455,0.17497783417780433,0,4,99,0.5508394786117063,1,0.5850547103504209,0.12940291896984138,0.4178617898029091,0,0.01792491595332159,0.6225338447183556,0.22720983441002934,0.32235168764561206,0.9042035001880688,5.711217570631234,0
1,0.20796573257878725,12,1,59,1,0,0,2413,47,0.0195,255,5,114,0.2560188326075469,0.006777569110392566,3680,551,6.6788,0.531841784098958,0.25981800328630783,1.29325374310016,16.011670235505008,0.6289568313133558,0.13562736510206125,4,0,95,0.44158665711848283,0,0.6228709114019357,0.3340602379686286,0.8067600680308905,0,0.03618253380648434,0.6682319368661152,0.2312263692476311,0.12296530352493676,0.8780523581740003,15.619629750751038,0
1,0.12489399513119075,18,1,0,1,1,0,220,86,0.3909,63,11,2,0.3083466266561205,0.051961299238997394,70,60,1.1667,0.5555277856100206,0.03669705448228115,2.675074825951154,10.994181541649947,0.04878407025505851,0.43845523656449387,5,0,194,0.5312102353442207,1,0.8578552610839297,0.09098122563015848,0.8642796912945108,1,0.2799400271824738,0.45781103160957337,0.04410016947812435,0.08527078078520113,0.9060745353880915,6.30620123005878,0
1,0.5819885042739892,23,1,0,0,0,0,320,35,0.1094,7,2,1,0.331776053611371,0.07939156077842335,590,113,5.2212,0.21065572216852446,0.6872808457372289,10.956678043033222,9.663705142853814,0.3478024444195989,0.6083180582311118,17,7,109,0.37117717931324834,1,0.2157108129229067,0.8858220750476742,0.32747627624091097,3,0.7546173936375268,0.4088711062927318,0.28274006589289896,0.04873323247536225,0.6258181623647388,6.103589352545191,1
1,0.3287186346515112,12,0,89,1,1,0,135,9,0.0667,18,33,2,0.1230584781296802,0.056813089033130634,33,302,0.1093,0.15403099416631372,0.6729947568253339,14.319261206153149,8.868675107338035,0.4329701673294435,0.545649345304236,14,14,106,0.6258328133830285,1,0.3681161830121639,0.5617341049438104,0.2759972245881215,1,0.8220473957791238,0.42801339078532585,0.029786441650161425,0.2585032483355155,0.5309991392304519,6.648482739835063,1
1,0.8109222240154992,27,1,0,1,1,0,357,346,0.9692,3,0,0,0.07102108535824214,0.0758972552726424,91,544,0.1673,0.08806269782564724,0.6136356273345798,51.65460560941357,1.8354984572833903,0.5981417608265349,0.4529382294701466,24,12,5,0.17936538756312295,1,0.2349391693269983,0.9476253418896914,0.13001434116469224,3,0.6447414257124208,0.0346439182709105,0.09267149862294147,0.18121817255500283,0.2683748076970018,0.19579958479234602,1
